REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2026-08-01 00:05:00,8898.91,89.88,TRADE
NSW1,2026-08-01 00:10:00,9032.33,95.05,TRADE
NSW1,2026-08-01 00:15:00,8989.12,88.88,TRADE
NSW1,2026-08-01 00:20:00,9036.72,88.88,TRADE
NSW1,2026-08-01 00:25:00,8946.67,84.79,TRADE
NSW1,2026-08-01 00:30:00,8995.51,88.48,TRADE
NSW1,2026-08-01 00:35:00,8955.41,88.56,TRADE
NSW1,2026-08-01 00:40:00,8894.21,88.88,TRADE
NSW1,2026-08-01 00:45:00,8825.49,81.17,TRADE
NSW1,2026-08-01 00:50:00,8821.45,81.74,TRADE
NSW1,2026-08-01 00:55:00,8700.11,79.98,TRADE
NSW1,2026-08-01 01:00:00,8677.44,79.33,TRADE
NSW1,2026-08-01 01:05:00,8539.87,73.08,TRADE
NSW1,2026-08-01 01:10:00,8506.36,73.93,TRADE
NSW1,2026-08-01 01:15:00,8499.3,78.78,TRADE
NSW1,2026-08-01 01:20:00,8457.29,80.7,TRADE
NSW1,2026-08-01 01:25:00,8404.18,78.07,TRADE
NSW1,2026-08-01 01:30:00,8355.44,73.32,TRADE
NSW1,2026-08-01 01:35:00,8310.52,78.2,TRADE
NSW1,2026-08-01 01:40:00,8274.69,79.53,TRADE
NSW1,2026-08-01 01:45:00,8214.6,80.65,TRADE
NSW1,2026-08-01 01:50:00,8235.27,81.38,TRADE
NSW1,2026-08-01 01:55:00,8149.09,80.66,TRADE
NSW1,2026-08-01 02:00:00,8051.45,69.99,TRADE
NSW1,2026-08-01 02:05:00,8020.47,78.88,TRADE
NSW1,2026-08-01 02:10:00,8078.24,88.88,TRADE
NSW1,2026-08-01 02:15:00,8023.28,80.99,TRADE
NSW1,2026-08-01 02:20:00,8027.22,81.73,TRADE
NSW1,2026-08-01 02:25:00,8004.17,83.34,TRADE
NSW1,2026-08-01 02:30:00,7998.59,84.79,TRADE
NSW1,2026-08-01 02:35:00,7938.94,83.34,TRADE
NSW1,2026-08-01 02:40:00,7945.07,80.43,TRADE
NSW1,2026-08-01 02:45:00,7920.74,74.17,TRADE
NSW1,2026-08-01 02:50:00,7808.95,83.34,TRADE
NSW1,2026-08-01 02:55:00,7855.29,78.54,TRADE
NSW1,2026-08-01 03:00:00,7766.16,64.95,TRADE
NSW1,2026-08-01 03:05:00,7784.2,74.78,TRADE
NSW1,2026-08-01 03:10:00,7732.75,69.99,TRADE
NSW1,2026-08-01 03:15:00,7763.24,79.2,TRADE
NSW1,2026-08-01 03:20:00,7737.55,78.56,TRADE
NSW1,2026-08-01 03:25:00,7773.58,83.34,TRADE
NSW1,2026-08-01 03:30:00,7747.69,77.88,TRADE
NSW1,2026-08-01 03:35:00,7663.04,65.04,TRADE
NSW1,2026-08-01 03:40:00,7633.8,76.13,TRADE
NSW1,2026-08-01 03:45:00,7714.42,74.18,TRADE
NSW1,2026-08-01 03:50:00,7693.99,74.22,TRADE
NSW1,2026-08-01 03:55:00,7712.71,77.94,TRADE
NSW1,2026-08-01 04:00:00,7642.53,64.52,TRADE
NSW1,2026-08-01 04:05:00,7687.95,77.32,TRADE
NSW1,2026-08-01 04:10:00,7736.44,78.62,TRADE
NSW1,2026-08-01 04:15:00,7740.18,79.34,TRADE
NSW1,2026-08-01 04:20:00,7761.51,79.33,TRADE
NSW1,2026-08-01 04:25:00,7667.8,77.19,TRADE
NSW1,2026-08-01 04:30:00,7744.61,79.31,TRADE
NSW1,2026-08-01 04:35:00,7716.82,74.29,TRADE
NSW1,2026-08-01 04:40:00,7711.06,79.45,TRADE
NSW1,2026-08-01 04:45:00,7653.34,79.31,TRADE
NSW1,2026-08-01 04:50:00,7706.78,84.79,TRADE
NSW1,2026-08-01 04:55:00,7721.62,83.99,TRADE
NSW1,2026-08-01 05:00:00,7742.16,84.79,TRADE
NSW1,2026-08-01 05:05:00,7769.09,80.06,TRADE
NSW1,2026-08-01 05:10:00,7773.89,84.79,TRADE
NSW1,2026-08-01 05:15:00,7851.7,93.3,TRADE
NSW1,2026-08-01 05:20:00,7880.25,88.88,TRADE
NSW1,2026-08-01 05:25:00,7874.49,84.79,TRADE
NSW1,2026-08-01 05:30:00,7782.42,81.55,TRADE
NSW1,2026-08-01 05:35:00,7917.96,81.98,TRADE
NSW1,2026-08-01 05:40:00,7985.51,84.79,TRADE
NSW1,2026-08-01 05:45:00,8004.22,83.37,TRADE
NSW1,2026-08-01 05:50:00,7991.13,87.21,TRADE
NSW1,2026-08-01 05:55:00,7907.97,84.79,TRADE
NSW1,2026-08-01 06:00:00,8051.05,97.64,TRADE
NSW1,2026-08-01 06:05:00,8095.71,83.99,TRADE
NSW1,2026-08-01 06:10:00,8180.41,84.79,TRADE
NSW1,2026-08-01 06:15:00,8276.37,89.96,TRADE
NSW1,2026-08-01 06:20:00,8312.95,89.21,TRADE
NSW1,2026-08-01 06:25:00,8402.22,97.64,TRADE
NSW1,2026-08-01 06:30:00,8559.25,97.64,TRADE
NSW1,2026-08-01 06:35:00,8601.59,86.0,TRADE
NSW1,2026-08-01 06:40:00,8658.13,84.95,TRADE
NSW1,2026-08-01 06:45:00,8733.39,81.28,TRADE
NSW1,2026-08-01 06:50:00,8793.38,90.49,TRADE
NSW1,2026-08-01 06:55:00,8836.37,90.49,TRADE
NSW1,2026-08-01 07:00:00,8871.66,90.49,TRADE
NSW1,2026-08-01 07:05:00,8985.17,87.79,TRADE
NSW1,2026-08-01 07:10:00,9036.96,88.87,TRADE
NSW1,2026-08-01 07:15:00,9092.25,90.17,TRADE
NSW1,2026-08-01 07:20:00,9244.01,90.48,TRADE
NSW1,2026-08-01 07:25:00,9253.06,90.49,TRADE
NSW1,2026-08-01 07:30:00,9317.38,28.01,TRADE
NSW1,2026-08-01 07:35:00,9422.53,67.99,TRADE
NSW1,2026-08-01 07:40:00,9356.11,42.54,TRADE
NSW1,2026-08-01 07:45:00,9422.14,57.39,TRADE
NSW1,2026-08-01 07:50:00,9383.13,52.25,TRADE
NSW1,2026-08-01 07:55:00,9300.13,47.38,TRADE
NSW1,2026-08-01 08:00:00,9285.34,44.44,TRADE
NSW1,2026-08-01 08:05:00,9366.55,69.99,TRADE
NSW1,2026-08-01 08:10:00,9352.66,64.95,TRADE
NSW1,2026-08-01 08:15:00,9329.8,42.08,TRADE
NSW1,2026-08-01 08:20:00,9391.9,44.44,TRADE
NSW1,2026-08-01 08:25:00,9372.92,44.44,TRADE
NSW1,2026-08-01 08:30:00,9322.57,42.54,TRADE
NSW1,2026-08-01 08:35:00,9275.7,53.82,TRADE
NSW1,2026-08-01 08:40:00,9127.79,74.46,TRADE
NSW1,2026-08-01 08:45:00,8984.34,88.88,TRADE
NSW1,2026-08-01 08:50:00,8971.96,98.19,TRADE
NSW1,2026-08-01 08:55:00,8897.1,83.99,TRADE
NSW1,2026-08-01 09:00:00,8899.73,84.79,TRADE
NSW1,2026-08-01 09:05:00,8887.4,106.52,TRADE
NSW1,2026-08-01 09:10:00,8902.87,99.75,TRADE
NSW1,2026-08-01 09:15:00,8812.17,83.99,TRADE
NSW1,2026-08-01 09:20:00,8779.11,83.99,TRADE
NSW1,2026-08-01 09:25:00,8720.81,84.79,TRADE
NSW1,2026-08-01 09:30:00,8631.39,83.99,TRADE
NSW1,2026-08-01 09:35:00,8524.28,88.88,TRADE
NSW1,2026-08-01 09:40:00,8514.26,84.79,TRADE
NSW1,2026-08-01 09:45:00,8548.26,73.2,TRADE
NSW1,2026-08-01 09:50:00,8503.73,28.23,TRADE
NSW1,2026-08-01 09:55:00,8508.34,65.0,TRADE
NSW1,2026-08-01 10:00:00,8312.4,65.0,TRADE
NSW1,2026-08-01 10:05:00,8226.54,65.0,TRADE
NSW1,2026-08-01 10:10:00,8388.23,65.0,TRADE
NSW1,2026-08-01 10:15:00,8354.62,68.02,TRADE
NSW1,2026-08-01 10:20:00,8222.55,65.0,TRADE
NSW1,2026-08-01 10:25:00,8144.51,65.0,TRADE
NSW1,2026-08-01 10:30:00,8129.26,50.88,TRADE
NSW1,2026-08-01 10:35:00,8242.65,69.99,TRADE
NSW1,2026-08-01 10:40:00,8070.73,65.0,TRADE
NSW1,2026-08-01 10:45:00,7965.26,61.02,TRADE
NSW1,2026-08-01 10:50:00,7876.02,42.54,TRADE
NSW1,2026-08-01 10:55:00,7971.5,65.0,TRADE
NSW1,2026-08-01 11:00:00,7745.85,111.02,TRADE
NSW1,2026-08-01 11:05:00,7645.16,111.02,TRADE
NSW1,2026-08-01 11:10:00,7826.47,114.05,TRADE
NSW1,2026-08-01 11:15:00,7899.43,101.1,TRADE
NSW1,2026-08-01 11:20:00,7836.37,110.64,TRADE
NSW1,2026-08-01 11:25:00,7817.86,73.2,TRADE
NSW1,2026-08-01 11:30:00,7803.28,80.0,TRADE
NSW1,2026-08-01 11:35:00,7822.2,93.03,TRADE
NSW1,2026-08-01 11:40:00,7723.42,88.88,TRADE
NSW1,2026-08-01 11:45:00,7705.1,88.88,TRADE
NSW1,2026-08-01 11:50:00,7692.69,84.79,TRADE
NSW1,2026-08-01 11:55:00,7695.78,80.0,TRADE
NSW1,2026-08-01 12:00:00,7698.07,80.0,TRADE
NSW1,2026-08-01 12:05:00,7598.89,73.2,TRADE
NSW1,2026-08-01 12:10:00,7720.87,27.88,TRADE
NSW1,2026-08-01 12:15:00,7817.67,7.38,TRADE
NSW1,2026-08-01 12:20:00,7746.98,27.88,TRADE
NSW1,2026-08-01 12:25:00,7676.9,13.2,TRADE
NSW1,2026-08-01 12:30:00,7806.51,68.02,TRADE
NSW1,2026-08-01 12:35:00,7579.28,27.87,TRADE
NSW1,2026-08-01 12:40:00,7613.15,47.16,TRADE
NSW1,2026-08-01 12:45:00,7608.53,64.89,TRADE
NSW1,2026-08-01 12:50:00,7504.94,68.02,TRADE
NSW1,2026-08-01 12:55:00,7531.91,52.21,TRADE
NSW1,2026-08-01 13:00:00,7617.85,73.08,TRADE
NSW1,2026-08-01 13:05:00,7587.79,73.07,TRADE
NSW1,2026-08-01 13:10:00,7564.29,26.02,TRADE
NSW1,2026-08-01 13:15:00,7688.68,64.89,TRADE
NSW1,2026-08-01 13:20:00,7536.43,111.02,TRADE
NSW1,2026-08-01 13:25:00,7368.09,92.89,TRADE
NSW1,2026-08-01 13:30:00,7430.31,100.09,TRADE
NSW1,2026-08-01 13:35:00,7375.41,83.99,TRADE
NSW1,2026-08-01 13:40:00,7426.55,84.79,TRADE
NSW1,2026-08-01 13:45:00,7486.37,83.99,TRADE
NSW1,2026-08-01 13:50:00,7513.42,84.79,TRADE
NSW1,2026-08-01 13:55:00,7472.16,80.0,TRADE
NSW1,2026-08-01 14:00:00,7512.51,84.79,TRADE
NSW1,2026-08-01 14:05:00,7390.55,77.02,TRADE
NSW1,2026-08-01 14:10:00,7376.25,80.0,TRADE
NSW1,2026-08-01 14:15:00,7364.06,73.2,TRADE
NSW1,2026-08-01 14:20:00,7383.59,73.2,TRADE
NSW1,2026-08-01 14:25:00,7344.83,73.2,TRADE
NSW1,2026-08-01 14:30:00,7393.64,50.87,TRADE
NSW1,2026-08-01 14:35:00,7482.38,43.73,TRADE
NSW1,2026-08-01 14:40:00,7560.79,47.59,TRADE
NSW1,2026-08-01 14:45:00,7583.76,52.34,TRADE
NSW1,2026-08-01 14:50:00,7570.38,61.02,TRADE
NSW1,2026-08-01 14:55:00,7522.06,61.02,TRADE
NSW1,2026-08-01 15:00:00,7574.6,58.71,TRADE
NSW1,2026-08-01 15:05:00,7590.16,54.19,TRADE
NSW1,2026-08-01 15:10:00,7735.88,50.88,TRADE
NSW1,2026-08-01 15:15:00,7774.46,72.32,TRADE
NSW1,2026-08-01 15:20:00,7721.74,70.89,TRADE
NSW1,2026-08-01 15:25:00,7856.44,57.39,TRADE
NSW1,2026-08-01 15:30:00,8023.49,46.74,TRADE
NSW1,2026-08-01 15:35:00,8020.74,45.39,TRADE
NSW1,2026-08-01 15:40:00,8196.61,80.93,TRADE
NSW1,2026-08-01 15:45:00,8194.36,81.85,TRADE
NSW1,2026-08-01 15:50:00,8186.78,77.67,TRADE
NSW1,2026-08-01 15:55:00,8293.67,73.2,TRADE
NSW1,2026-08-01 16:00:00,8412.07,84.79,TRADE
NSW1,2026-08-01 16:05:00,8453.52,80.0,TRADE
NSW1,2026-08-01 16:10:00,8483.01,73.2,TRADE
NSW1,2026-08-01 16:15:00,8611.82,73.2,TRADE
NSW1,2026-08-01 16:20:00,8710.13,83.76,TRADE
NSW1,2026-08-01 16:25:00,8845.43,92.2,TRADE
NSW1,2026-08-01 16:30:00,8901.22,94.9,TRADE
NSW1,2026-08-01 16:35:00,9013.97,84.28,TRADE
NSW1,2026-08-01 16:40:00,9219.39,90.49,TRADE
NSW1,2026-08-01 16:45:00,9272.58,83.99,TRADE
NSW1,2026-08-01 16:50:00,9395.9,88.58,TRADE
NSW1,2026-08-01 16:55:00,9512.42,83.34,TRADE
NSW1,2026-08-01 17:00:00,9620.29,90.49,TRADE
NSW1,2026-08-01 17:05:00,9614.23,89.0,TRADE
NSW1,2026-08-01 17:10:00,9706.82,79.4,TRADE
NSW1,2026-08-01 17:15:00,9792.01,83.99,TRADE
NSW1,2026-08-01 17:20:00,9841.59,90.08,TRADE
NSW1,2026-08-01 17:25:00,9907.47,89.17,TRADE
NSW1,2026-08-01 17:30:00,9978.8,83.67,TRADE
NSW1,2026-08-01 17:35:00,10109.18,82.15,TRADE
NSW1,2026-08-01 17:40:00,10231.1,84.15,TRADE
NSW1,2026-08-01 17:45:00,10323.14,83.99,TRADE
NSW1,2026-08-01 17:50:00,10349.55,86.76,TRADE
NSW1,2026-08-01 17:55:00,10299.35,88.12,TRADE
NSW1,2026-08-01 18:00:00,10339.35,84.85,TRADE
NSW1,2026-08-01 18:05:00,10396.84,83.99,TRADE
NSW1,2026-08-01 18:10:00,10443.97,85.1,TRADE
NSW1,2026-08-01 18:15:00,10375.78,80.0,TRADE
NSW1,2026-08-01 18:20:00,10351.37,76.49,TRADE
NSW1,2026-08-01 18:25:00,10459.22,81.0,TRADE
NSW1,2026-08-01 18:30:00,10276.61,85.79,TRADE
NSW1,2026-08-01 18:35:00,10346.75,81.0,TRADE
NSW1,2026-08-01 18:40:00,10386.36,81.0,TRADE
NSW1,2026-08-01 18:45:00,10372.67,77.98,TRADE
NSW1,2026-08-01 18:50:00,10403.22,77.4,TRADE
NSW1,2026-08-01 18:55:00,10446.98,81.0,TRADE
NSW1,2026-08-01 19:00:00,10314.67,76.94,TRADE
NSW1,2026-08-01 19:05:00,10312.33,71.41,TRADE
NSW1,2026-08-01 19:10:00,10299.4,76.88,TRADE
NSW1,2026-08-01 19:15:00,10234.21,74.56,TRADE
NSW1,2026-08-01 19:20:00,10286.33,73.67,TRADE
NSW1,2026-08-01 19:25:00,10279.72,73.74,TRADE
NSW1,2026-08-01 19:30:00,10234.41,71.03,TRADE
NSW1,2026-08-01 19:35:00,10229.59,70.16,TRADE
NSW1,2026-08-01 19:40:00,10288.92,73.22,TRADE
NSW1,2026-08-01 19:45:00,10179.22,66.72,TRADE
NSW1,2026-08-01 19:50:00,10142.81,64.83,TRADE
NSW1,2026-08-01 19:55:00,10188.43,65.8,TRADE
NSW1,2026-08-01 20:00:00,10115.19,64.83,TRADE
NSW1,2026-08-01 20:05:00,10081.1,71.4,TRADE
NSW1,2026-08-01 20:10:00,10086.01,64.95,TRADE
NSW1,2026-08-01 20:15:00,10072.41,64.83,TRADE
NSW1,2026-08-01 20:20:00,10010.67,73.0,TRADE
NSW1,2026-08-01 20:25:00,9985.3,71.4,TRADE
NSW1,2026-08-01 20:30:00,10002.14,71.4,TRADE
NSW1,2026-08-01 20:35:00,9934.0,78.72,TRADE
NSW1,2026-08-01 20:40:00,9993.01,81.0,TRADE
NSW1,2026-08-01 20:45:00,9960.92,81.0,TRADE
NSW1,2026-08-01 20:50:00,9983.14,81.0,TRADE
NSW1,2026-08-01 20:55:00,9924.64,71.4,TRADE
NSW1,2026-08-01 21:00:00,9933.07,73.93,TRADE
NSW1,2026-08-01 21:05:00,9859.99,75.4,TRADE
NSW1,2026-08-01 21:10:00,9865.27,78.01,TRADE
NSW1,2026-08-01 21:15:00,9852.05,81.0,TRADE
NSW1,2026-08-01 21:20:00,9705.55,72.15,TRADE
NSW1,2026-08-01 21:25:00,9692.55,72.47,TRADE
NSW1,2026-08-01 21:30:00,9661.07,79.27,TRADE
NSW1,2026-08-01 21:35:00,9625.83,74.51,TRADE
NSW1,2026-08-01 21:40:00,9591.38,71.4,TRADE
NSW1,2026-08-01 21:45:00,9593.59,71.8,TRADE
NSW1,2026-08-01 21:50:00,9543.59,74.1,TRADE
NSW1,2026-08-01 21:55:00,9513.87,73.14,TRADE
NSW1,2026-08-01 22:00:00,9451.19,65.02,TRADE
NSW1,2026-08-01 22:05:00,9438.95,72.34,TRADE
NSW1,2026-08-01 22:10:00,9384.5,72.34,TRADE
NSW1,2026-08-01 22:15:00,9402.66,67.91,TRADE
NSW1,2026-08-01 22:20:00,9350.06,72.36,TRADE
NSW1,2026-08-01 22:25:00,9354.77,66.0,TRADE
NSW1,2026-08-01 22:30:00,9367.34,64.95,TRADE
NSW1,2026-08-01 22:35:00,9267.26,72.95,TRADE
NSW1,2026-08-01 22:40:00,9333.78,67.03,TRADE
NSW1,2026-08-01 22:45:00,9277.35,64.8,TRADE
NSW1,2026-08-01 22:50:00,9187.66,60.8,TRADE
NSW1,2026-08-01 22:55:00,9134.89,48.91,TRADE
NSW1,2026-08-01 23:00:00,9054.46,45.87,TRADE
NSW1,2026-08-01 23:05:00,9025.58,55.94,TRADE
NSW1,2026-08-01 23:10:00,9025.82,64.2,TRADE
NSW1,2026-08-01 23:15:00,8943.67,60.93,TRADE
NSW1,2026-08-01 23:20:00,8869.91,57.39,TRADE
NSW1,2026-08-01 23:25:00,8758.5,55.07,TRADE
NSW1,2026-08-01 23:30:00,8812.97,57.39,TRADE
NSW1,2026-08-01 23:35:00,8722.74,57.39,TRADE
NSW1,2026-08-01 23:40:00,8667.36,61.43,TRADE
NSW1,2026-08-01 23:45:00,8602.67,61.01,TRADE
NSW1,2026-08-01 23:50:00,8494.06,54.12,TRADE
NSW1,2026-08-01 23:55:00,8521.33,54.87,TRADE
NSW1,2026-08-02 00:00:00,8512.56,55.68,TRADE
NSW1,2026-08-02 00:05:00,8474.42,56.93,TRADE
NSW1,2026-08-02 00:10:00,8651.06,76.66,TRADE
NSW1,2026-08-02 00:15:00,8665.7,77.69,TRADE
NSW1,2026-08-02 00:20:00,8630.12,66.43,TRADE
NSW1,2026-08-02 00:25:00,8577.09,64.95,TRADE
NSW1,2026-08-02 00:30:00,8513.71,64.95,TRADE
NSW1,2026-08-02 00:35:00,8430.19,57.39,TRADE
NSW1,2026-08-02 00:40:00,8386.11,63.59,TRADE
NSW1,2026-08-02 00:45:00,8373.89,61.99,TRADE
NSW1,2026-08-02 00:50:00,8318.13,64.89,TRADE
NSW1,2026-08-02 00:55:00,8323.22,64.92,TRADE
NSW1,2026-08-02 01:00:00,8325.01,64.91,TRADE
NSW1,2026-08-02 01:05:00,8238.53,64.95,TRADE
NSW1,2026-08-02 01:10:00,8223.15,64.95,TRADE
NSW1,2026-08-02 01:15:00,8161.36,64.95,TRADE
NSW1,2026-08-02 01:20:00,8036.95,47.76,TRADE
NSW1,2026-08-02 01:25:00,8003.83,47.73,TRADE
NSW1,2026-08-02 01:30:00,7918.78,47.46,TRADE
NSW1,2026-08-02 01:35:00,7802.45,47.78,TRADE
NSW1,2026-08-02 01:40:00,7748.74,47.82,TRADE
NSW1,2026-08-02 01:45:00,7726.52,57.39,TRADE
NSW1,2026-08-02 01:50:00,7721.44,57.39,TRADE
NSW1,2026-08-02 01:55:00,7680.11,47.46,TRADE
NSW1,2026-08-02 02:00:00,7681.19,47.78,TRADE
NSW1,2026-08-02 02:05:00,7659.88,69.7,TRADE
NSW1,2026-08-02 02:10:00,7576.17,57.39,TRADE
NSW1,2026-08-02 02:15:00,7609.49,56.16,TRADE
NSW1,2026-08-02 02:20:00,7553.87,57.39,TRADE
NSW1,2026-08-02 02:25:00,7495.49,49.02,TRADE
NSW1,2026-08-02 02:30:00,7520.31,57.39,TRADE
NSW1,2026-08-02 02:35:00,7528.27,57.39,TRADE
NSW1,2026-08-02 02:40:00,7440.68,57.39,TRADE
NSW1,2026-08-02 02:45:00,7316.32,47.78,TRADE
NSW1,2026-08-02 02:50:00,7405.45,57.39,TRADE
NSW1,2026-08-02 02:55:00,7395.38,57.39,TRADE
NSW1,2026-08-02 03:00:00,7399.6,57.39,TRADE
NSW1,2026-08-02 03:05:00,7361.98,57.39,TRADE
NSW1,2026-08-02 03:10:00,7284.22,57.39,TRADE
NSW1,2026-08-02 03:15:00,7267.12,56.44,TRADE
NSW1,2026-08-02 03:20:00,7344.45,57.39,TRADE
NSW1,2026-08-02 03:25:00,7307.64,57.39,TRADE
NSW1,2026-08-02 03:30:00,7199.19,29.49,TRADE
NSW1,2026-08-02 03:35:00,7266.89,35.67,TRADE
NSW1,2026-08-02 03:40:00,7281.49,47.51,TRADE
NSW1,2026-08-02 03:45:00,7248.01,42.54,TRADE
NSW1,2026-08-02 03:50:00,7210.3,42.54,TRADE
NSW1,2026-08-02 03:55:00,7219.83,42.54,TRADE
NSW1,2026-08-02 04:00:00,7122.95,42.54,TRADE
NSW1,2026-08-02 04:05:00,7165.83,61.02,TRADE
NSW1,2026-08-02 04:10:00,7258.66,61.02,TRADE
NSW1,2026-08-02 04:15:00,7266.78,42.54,TRADE
NSW1,2026-08-02 04:20:00,7222.71,42.8,TRADE
NSW1,2026-08-02 04:25:00,7304.01,47.17,TRADE
NSW1,2026-08-02 04:30:00,7246.49,42.8,TRADE
NSW1,2026-08-02 04:35:00,7202.76,42.8,TRADE
NSW1,2026-08-02 04:40:00,7238.72,67.99,TRADE
NSW1,2026-08-02 04:45:00,7220.87,57.39,TRADE
NSW1,2026-08-02 04:50:00,7252.93,47.81,TRADE
NSW1,2026-08-02 04:55:00,7237.04,47.48,TRADE
NSW1,2026-08-02 05:00:00,7273.0,57.39,TRADE
NSW1,2026-08-02 05:05:00,7253.46,47.14,TRADE
NSW1,2026-08-02 05:10:00,7356.18,57.39,TRADE
NSW1,2026-08-02 05:15:00,7428.75,69.99,TRADE
NSW1,2026-08-02 05:20:00,7415.94,57.39,TRADE
NSW1,2026-08-02 05:25:00,7318.86,57.39,TRADE
NSW1,2026-08-02 05:30:00,7413.19,57.39,TRADE
NSW1,2026-08-02 05:35:00,7534.1,61.66,TRADE
NSW1,2026-08-02 05:40:00,7549.91,57.39,TRADE
NSW1,2026-08-02 05:45:00,7569.7,57.39,TRADE
NSW1,2026-08-02 05:50:00,7517.81,47.46,TRADE
NSW1,2026-08-02 05:55:00,7558.41,57.39,TRADE
NSW1,2026-08-02 06:00:00,7585.18,63.62,TRADE
NSW1,2026-08-02 06:05:00,7664.13,57.86,TRADE
NSW1,2026-08-02 06:10:00,7675.31,57.39,TRADE
NSW1,2026-08-02 06:15:00,7754.98,64.83,TRADE
NSW1,2026-08-02 06:20:00,7840.37,64.83,TRADE
NSW1,2026-08-02 06:25:00,7873.58,64.83,TRADE
NSW1,2026-08-02 06:30:00,7988.81,66.03,TRADE
NSW1,2026-08-02 06:35:00,7946.09,64.83,TRADE
NSW1,2026-08-02 06:40:00,8073.87,64.89,TRADE
NSW1,2026-08-02 06:45:00,8136.12,66.03,TRADE
NSW1,2026-08-02 06:50:00,8153.31,64.89,TRADE
NSW1,2026-08-02 06:55:00,8206.68,66.03,TRADE
NSW1,2026-08-02 07:00:00,8271.92,66.03,TRADE
NSW1,2026-08-02 07:05:00,8329.93,64.83,TRADE
NSW1,2026-08-02 07:10:00,8378.98,64.89,TRADE
NSW1,2026-08-02 07:15:00,8448.5,66.03,TRADE
NSW1,2026-08-02 07:20:00,8442.17,64.83,TRADE
NSW1,2026-08-02 07:25:00,8508.07,64.89,TRADE
NSW1,2026-08-02 07:30:00,8508.39,13.26,TRADE
NSW1,2026-08-02 07:35:00,8525.09,38.51,TRADE
NSW1,2026-08-02 07:40:00,8483.17,57.39,TRADE
NSW1,2026-08-02 07:45:00,8513.15,44.44,TRADE
NSW1,2026-08-02 07:50:00,8439.41,38.51,TRADE
NSW1,2026-08-02 07:55:00,8477.22,52.21,TRADE
NSW1,2026-08-02 08:00:00,8344.01,25.12,TRADE
NSW1,2026-08-02 08:05:00,8434.69,26.02,TRADE
NSW1,2026-08-02 08:10:00,8433.46,52.21,TRADE
NSW1,2026-08-02 08:15:00,8369.86,42.8,TRADE
NSW1,2026-08-02 08:20:00,8334.99,25.12,TRADE
NSW1,2026-08-02 08:25:00,8334.35,25.12,TRADE
NSW1,2026-08-02 08:30:00,8302.59,42.08,TRADE
NSW1,2026-08-02 08:35:00,8258.8,44.44,TRADE
NSW1,2026-08-02 08:40:00,8150.54,81.0,TRADE
NSW1,2026-08-02 08:45:00,8062.64,88.88,TRADE
NSW1,2026-08-02 08:50:00,7900.23,64.83,TRADE
NSW1,2026-08-02 08:55:00,7890.62,64.83,TRADE
NSW1,2026-08-02 09:00:00,7765.72,64.83,TRADE
NSW1,2026-08-02 09:05:00,7815.91,81.0,TRADE
NSW1,2026-08-02 09:10:00,7705.31,81.0,TRADE
NSW1,2026-08-02 09:15:00,7561.64,64.83,TRADE
NSW1,2026-08-02 09:20:00,7480.86,64.83,TRADE
NSW1,2026-08-02 09:25:00,7411.9,52.25,TRADE
NSW1,2026-08-02 09:30:00,7305.29,42.54,TRADE
NSW1,2026-08-02 09:35:00,7166.98,42.8,TRADE
NSW1,2026-08-02 09:40:00,7157.25,44.44,TRADE
NSW1,2026-08-02 09:45:00,7136.85,44.44,TRADE
NSW1,2026-08-02 09:50:00,7034.87,-2.77,TRADE
NSW1,2026-08-02 09:55:00,7249.85,-5.28,TRADE
NSW1,2026-08-02 10:00:00,7142.7,25.12,TRADE
NSW1,2026-08-02 10:05:00,6884.18,25.12,TRADE
NSW1,2026-08-02 10:10:00,7074.19,42.8,TRADE
NSW1,2026-08-02 10:15:00,6838.49,-5.5,TRADE
NSW1,2026-08-02 10:20:00,6994.35,-5.4,TRADE
NSW1,2026-08-02 10:25:00,6989.88,25.1,TRADE
NSW1,2026-08-02 10:30:00,6810.59,25.12,TRADE
NSW1,2026-08-02 10:35:00,6659.54,23.99,TRADE
NSW1,2026-08-02 10:40:00,6566.35,-6.29,TRADE
NSW1,2026-08-02 10:45:00,6721.04,-5.58,TRADE
NSW1,2026-08-02 10:50:00,6645.26,-5.44,TRADE
NSW1,2026-08-02 10:55:00,6527.16,-5.72,TRADE
NSW1,2026-08-02 11:00:00,6381.62,25.12,TRADE
NSW1,2026-08-02 11:05:00,6102.51,23.95,TRADE
NSW1,2026-08-02 11:10:00,6085.12,13.26,TRADE
NSW1,2026-08-02 11:15:00,6056.9,13.26,TRADE
NSW1,2026-08-02 11:20:00,6167.14,13.26,TRADE
NSW1,2026-08-02 11:25:00,6025.78,13.26,TRADE
NSW1,2026-08-02 11:30:00,6055.6,13.26,TRADE
NSW1,2026-08-02 11:35:00,5918.23,13.26,TRADE
NSW1,2026-08-02 11:40:00,5972.08,13.26,TRADE
NSW1,2026-08-02 11:45:00,5956.14,13.26,TRADE
NSW1,2026-08-02 11:50:00,5926.24,13.26,TRADE
NSW1,2026-08-02 11:55:00,5856.75,13.2,TRADE
NSW1,2026-08-02 12:00:00,5834.44,13.2,TRADE
NSW1,2026-08-02 12:05:00,5739.61,0.0,TRADE
NSW1,2026-08-02 12:10:00,5901.86,-6.46,TRADE
NSW1,2026-08-02 12:15:00,5990.23,-5.27,TRADE
