REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2026-08-13 07:10:00,9994.26,106.85,TRADE
NSW1,2026-08-13 07:15:00,9972.53,113.07,TRADE
NSW1,2026-08-13 07:20:00,10024.79,101.61,TRADE
NSW1,2026-08-13 07:25:00,10070.49,89.87,TRADE
NSW1,2026-08-13 07:30:00,10018.34,87.85,TRADE
NSW1,2026-08-13 07:35:00,9969.76,87.85,TRADE
NSW1,2026-08-13 07:40:00,9903.41,87.85,TRADE
NSW1,2026-08-13 07:45:00,9888.09,87.85,TRADE
NSW1,2026-08-13 07:50:00,9804.73,87.85,TRADE
NSW1,2026-08-13 07:55:00,9753.35,97.63,TRADE
NSW1,2026-08-13 08:00:00,9535.06,87.85,TRADE
NSW1,2026-08-13 08:05:00,9492.73,97.63,TRADE
NSW1,2026-08-13 08:10:00,9459.45,87.85,TRADE
NSW1,2026-08-13 08:15:00,9389.7,87.85,TRADE
NSW1,2026-08-13 08:20:00,9153.08,87.85,TRADE
NSW1,2026-08-13 08:25:00,9129.4,87.85,TRADE
NSW1,2026-08-13 08:30:00,8946.83,61.58,TRADE
NSW1,2026-08-13 08:35:00,8840.8,68.02,TRADE
NSW1,2026-08-13 08:40:00,8763.75,69.99,TRADE
NSW1,2026-08-13 08:45:00,8576.11,64.95,TRADE
NSW1,2026-08-13 08:50:00,8350.81,66.53,TRADE
NSW1,2026-08-13 08:55:00,8325.29,68.02,TRADE
NSW1,2026-08-13 09:00:00,8193.06,68.02,TRADE
NSW1,2026-08-13 09:05:00,8096.32,80.0,TRADE
NSW1,2026-08-13 09:10:00,8031.25,87.85,TRADE
NSW1,2026-08-13 09:15:00,7902.49,84.79,TRADE
NSW1,2026-08-13 09:20:00,7797.36,80.0,TRADE
NSW1,2026-08-13 09:25:00,7741.34,78.08,TRADE
NSW1,2026-08-13 09:30:00,7611.21,66.53,TRADE
NSW1,2026-08-13 09:35:00,7423.02,66.53,TRADE
NSW1,2026-08-13 09:40:00,7522.56,73.2,TRADE
NSW1,2026-08-13 09:45:00,7425.37,69.99,TRADE
NSW1,2026-08-13 09:50:00,7381.79,76.09,TRADE
NSW1,2026-08-13 09:55:00,7247.9,69.99,TRADE
NSW1,2026-08-13 10:00:00,7210.08,69.99,TRADE
NSW1,2026-08-13 10:05:00,7104.4,72.74,TRADE
NSW1,2026-08-13 10:10:00,7110.44,83.99,TRADE
NSW1,2026-08-13 10:15:00,6999.23,73.2,TRADE
NSW1,2026-08-13 10:20:00,6813.37,67.99,TRADE
NSW1,2026-08-13 10:25:00,6796.71,66.53,TRADE
NSW1,2026-08-13 10:30:00,6729.8,66.53,TRADE
NSW1,2026-08-13 10:35:00,6648.4,68.02,TRADE
NSW1,2026-08-13 10:40:00,6639.42,66.53,TRADE
NSW1,2026-08-13 10:45:00,6493.43,63.28,TRADE
NSW1,2026-08-13 10:50:00,6456.76,66.53,TRADE
NSW1,2026-08-13 10:55:00,6378.56,56.23,TRADE
NSW1,2026-08-13 11:00:00,6356.2,52.25,TRADE
NSW1,2026-08-13 11:05:00,6232.92,52.22,TRADE
NSW1,2026-08-13 11:10:00,6389.08,66.53,TRADE
NSW1,2026-08-13 11:15:00,6286.75,66.53,TRADE
NSW1,2026-08-13 11:20:00,6254.07,52.29,TRADE
NSW1,2026-08-13 11:25:00,6265.9,52.3,TRADE
NSW1,2026-08-13 11:30:00,6269.13,52.3,TRADE
NSW1,2026-08-13 11:35:00,6190.57,66.53,TRADE
NSW1,2026-08-13 11:40:00,6076.73,66.53,TRADE
NSW1,2026-08-13 11:45:00,6055.78,64.95,TRADE
NSW1,2026-08-13 11:50:00,6047.13,66.53,TRADE
NSW1,2026-08-13 11:55:00,5920.82,52.27,TRADE
NSW1,2026-08-13 12:00:00,5861.57,52.29,TRADE
NSW1,2026-08-13 12:05:00,5927.14,60.1,TRADE
NSW1,2026-08-13 12:10:00,5779.52,52.3,TRADE
NSW1,2026-08-13 12:15:00,5733.2,36.87,TRADE
NSW1,2026-08-13 12:20:00,5785.31,-8.0,TRADE
NSW1,2026-08-13 12:25:00,5896.65,57.39,TRADE
NSW1,2026-08-13 12:30:00,5787.56,52.29,TRADE
NSW1,2026-08-13 12:35:00,5724.84,42.8,TRADE
NSW1,2026-08-13 12:40:00,5728.18,52.29,TRADE
NSW1,2026-08-13 12:45:00,5705.97,52.3,TRADE
NSW1,2026-08-13 12:50:00,5690.89,52.3,TRADE
NSW1,2026-08-13 12:55:00,5730.13,52.29,TRADE
NSW1,2026-08-13 13:00:00,5683.41,42.8,TRADE
NSW1,2026-08-13 13:05:00,5680.67,52.21,TRADE
NSW1,2026-08-13 13:10:00,5598.51,52.21,TRADE
NSW1,2026-08-13 13:15:00,5614.38,52.29,TRADE
NSW1,2026-08-13 13:20:00,5588.91,52.21,TRADE
NSW1,2026-08-13 13:25:00,5656.77,0.9,TRADE
NSW1,2026-08-13 13:30:00,5660.53,1.2,TRADE
NSW1,2026-08-13 13:35:00,5734.47,52.21,TRADE
NSW1,2026-08-13 13:40:00,5651.56,52.21,TRADE
NSW1,2026-08-13 13:45:00,5647.29,52.21,TRADE
NSW1,2026-08-13 13:50:00,5689.69,52.21,TRADE
NSW1,2026-08-13 13:55:00,5701.85,42.8,TRADE
NSW1,2026-08-13 14:00:00,5641.95,35.97,TRADE
NSW1,2026-08-13 14:05:00,5756.52,-7.91,TRADE
NSW1,2026-08-13 14:10:00,5843.79,-5.51,TRADE
NSW1,2026-08-13 14:15:00,5826.32,-9.32,TRADE
NSW1,2026-08-13 14:20:00,5920.09,-4.54,TRADE
NSW1,2026-08-13 14:25:00,5919.69,-3.76,TRADE
NSW1,2026-08-13 14:30:00,5986.74,57.23,TRADE
NSW1,2026-08-13 14:35:00,5874.43,-4.31,TRADE
NSW1,2026-08-13 14:40:00,6085.12,0.0,TRADE
NSW1,2026-08-13 14:45:00,6166.79,66.53,TRADE
NSW1,2026-08-13 14:50:00,6196.34,1.2,TRADE
NSW1,2026-08-13 14:55:00,6352.86,1.2,TRADE
NSW1,2026-08-13 15:00:00,6334.65,-10.5,TRADE
NSW1,2026-08-13 15:05:00,6484.59,-9.5,TRADE
NSW1,2026-08-13 15:10:00,6570.23,-10.5,TRADE
NSW1,2026-08-13 15:15:00,6569.81,-5.43,TRADE
NSW1,2026-08-13 15:20:00,6691.29,51.79,TRADE
NSW1,2026-08-13 15:25:00,6851.89,69.99,TRADE
NSW1,2026-08-13 15:30:00,6796.27,42.8,TRADE
NSW1,2026-08-13 15:35:00,6966.76,47.73,TRADE
NSW1,2026-08-13 15:40:00,7121.82,47.89,TRADE
NSW1,2026-08-13 15:45:00,7295.32,46.69,TRADE
NSW1,2026-08-13 15:50:00,7397.11,42.8,TRADE
NSW1,2026-08-13 15:55:00,7444.52,42.8,TRADE
NSW1,2026-08-13 16:00:00,7556.22,67.99,TRADE
NSW1,2026-08-13 16:05:00,7661.43,48.99,TRADE
NSW1,2026-08-13 16:10:00,7871.19,67.99,TRADE
NSW1,2026-08-13 16:15:00,7962.01,79.54,TRADE
NSW1,2026-08-13 16:20:00,8023.23,80.44,TRADE
NSW1,2026-08-13 16:25:00,8217.45,94.07,TRADE
NSW1,2026-08-13 16:30:00,8375.58,102.72,TRADE
NSW1,2026-08-13 16:35:00,8470.27,102.87,TRADE
NSW1,2026-08-13 16:40:00,8627.47,120.53,TRADE
NSW1,2026-08-13 16:45:00,8544.16,110.07,TRADE
NSW1,2026-08-13 16:50:00,8651.47,101.1,TRADE
NSW1,2026-08-13 16:55:00,8900.26,101.1,TRADE
NSW1,2026-08-13 17:00:00,9006.03,106.52,TRADE
NSW1,2026-08-13 17:05:00,9095.19,99.9,TRADE
NSW1,2026-08-13 17:10:00,9127.67,90.49,TRADE
NSW1,2026-08-13 17:15:00,9253.86,100.18,TRADE
NSW1,2026-08-13 17:20:00,9417.26,105.02,TRADE
NSW1,2026-08-13 17:25:00,9523.0,112.45,TRADE
NSW1,2026-08-13 17:30:00,9531.78,114.46,TRADE
NSW1,2026-08-13 17:35:00,9705.05,97.63,TRADE
NSW1,2026-08-13 17:40:00,9912.28,97.63,TRADE
NSW1,2026-08-13 17:45:00,10042.69,121.0,TRADE
NSW1,2026-08-13 17:50:00,9963.4,117.07,TRADE
NSW1,2026-08-13 17:55:00,10008.31,98.69,TRADE
NSW1,2026-08-13 18:00:00,10253.96,109.96,TRADE
NSW1,2026-08-13 18:05:00,10230.77,118.11,TRADE
NSW1,2026-08-13 18:10:00,10152.25,110.03,TRADE
NSW1,2026-08-13 18:15:00,10136.27,109.96,TRADE
NSW1,2026-08-13 18:20:00,10273.59,109.96,TRADE
NSW1,2026-08-13 18:25:00,10293.64,110.03,TRADE
NSW1,2026-08-13 18:30:00,10282.74,110.03,TRADE
NSW1,2026-08-13 18:35:00,10303.0,110.03,TRADE
NSW1,2026-08-13 18:40:00,10268.01,109.26,TRADE
NSW1,2026-08-13 18:45:00,10242.2,109.96,TRADE
NSW1,2026-08-13 18:50:00,10280.95,109.96,TRADE
NSW1,2026-08-13 18:55:00,10395.68,109.96,TRADE
NSW1,2026-08-13 19:00:00,10352.72,109.96,TRADE
NSW1,2026-08-13 19:05:00,10302.98,107.72,TRADE
NSW1,2026-08-13 19:10:00,10300.07,110.01,TRADE
NSW1,2026-08-13 19:15:00,10247.15,113.94,TRADE
NSW1,2026-08-13 19:20:00,10217.09,111.03,TRADE
NSW1,2026-08-13 19:25:00,10272.03,109.96,TRADE
NSW1,2026-08-13 19:30:00,10249.4,105.53,TRADE
NSW1,2026-08-13 19:35:00,10257.34,113.94,TRADE
NSW1,2026-08-13 19:40:00,10220.47,114.71,TRADE
NSW1,2026-08-13 19:45:00,10230.42,116.9,TRADE
NSW1,2026-08-13 19:50:00,10232.11,107.13,TRADE
NSW1,2026-08-13 19:55:00,10212.05,117.0,TRADE
NSW1,2026-08-13 20:00:00,10189.61,113.5,TRADE
NSW1,2026-08-13 20:05:00,10143.7,109.96,TRADE
NSW1,2026-08-13 20:10:00,10241.33,109.96,TRADE
NSW1,2026-08-13 20:15:00,10184.96,120.2,TRADE
NSW1,2026-08-13 20:20:00,10121.89,115.93,TRADE
NSW1,2026-08-13 20:25:00,10127.59,117.21,TRADE
NSW1,2026-08-13 20:30:00,10126.21,116.36,TRADE
NSW1,2026-08-13 20:35:00,10077.04,120.3,TRADE
NSW1,2026-08-13 20:40:00,10036.64,120.08,TRADE
NSW1,2026-08-13 20:45:00,9986.35,112.88,TRADE
NSW1,2026-08-13 20:50:00,9990.11,112.88,TRADE
NSW1,2026-08-13 20:55:00,9992.26,113.94,TRADE
NSW1,2026-08-13 21:00:00,9959.36,110.25,TRADE
NSW1,2026-08-13 21:05:00,9875.25,109.96,TRADE
NSW1,2026-08-13 21:10:00,9809.0,111.48,TRADE
NSW1,2026-08-13 21:15:00,9805.26,109.96,TRADE
NSW1,2026-08-13 21:20:00,9763.52,109.88,TRADE
NSW1,2026-08-13 21:25:00,9771.49,109.96,TRADE
NSW1,2026-08-13 21:30:00,9629.87,107.29,TRADE
NSW1,2026-08-13 21:35:00,9652.7,110.68,TRADE
NSW1,2026-08-13 21:40:00,9612.86,109.96,TRADE
NSW1,2026-08-13 21:45:00,9516.81,107.61,TRADE
NSW1,2026-08-13 21:50:00,9469.51,106.61,TRADE
NSW1,2026-08-13 21:55:00,9433.84,106.85,TRADE
NSW1,2026-08-13 22:00:00,9270.2,105.53,TRADE
NSW1,2026-08-13 22:05:00,9252.12,106.36,TRADE
NSW1,2026-08-13 22:10:00,9362.23,115.25,TRADE
NSW1,2026-08-13 22:15:00,9272.22,109.96,TRADE
NSW1,2026-08-13 22:20:00,9258.72,108.86,TRADE
NSW1,2026-08-13 22:25:00,9281.38,107.69,TRADE
NSW1,2026-08-13 22:30:00,9187.55,95.75,TRADE
NSW1,2026-08-13 22:35:00,9065.11,100.64,TRADE
NSW1,2026-08-13 22:40:00,9064.71,106.52,TRADE
NSW1,2026-08-13 22:45:00,9012.17,95.64,TRADE
NSW1,2026-08-13 22:50:00,8963.95,93.54,TRADE
NSW1,2026-08-13 22:55:00,8854.25,94.83,TRADE
NSW1,2026-08-13 23:00:00,8858.67,93.13,TRADE
NSW1,2026-08-13 23:05:00,8785.42,88.51,TRADE
NSW1,2026-08-13 23:10:00,8804.84,102.66,TRADE
NSW1,2026-08-13 23:15:00,8721.79,101.35,TRADE
NSW1,2026-08-13 23:20:00,8727.08,97.63,TRADE
NSW1,2026-08-13 23:25:00,8601.38,91.02,TRADE
NSW1,2026-08-13 23:30:00,8616.53,97.63,TRADE
NSW1,2026-08-13 23:35:00,8519.04,106.33,TRADE
NSW1,2026-08-13 23:40:00,8457.25,97.63,TRADE
NSW1,2026-08-13 23:45:00,8396.18,97.63,TRADE
NSW1,2026-08-13 23:50:00,8366.21,89.28,TRADE
NSW1,2026-08-13 23:55:00,8431.8,103.02,TRADE
NSW1,2026-08-14 00:00:00,8345.3,88.88,TRADE
NSW1,2026-08-14 00:05:00,8330.7,90.98,TRADE
NSW1,2026-08-14 00:10:00,8516.05,108.25,TRADE
NSW1,2026-08-14 00:15:00,8468.84,99.91,TRADE
NSW1,2026-08-14 00:20:00,8457.85,100.6,TRADE
NSW1,2026-08-14 00:25:00,8485.06,97.63,TRADE
NSW1,2026-08-14 00:30:00,8358.46,83.03,TRADE
NSW1,2026-08-14 00:35:00,8345.84,90.82,TRADE
NSW1,2026-08-14 00:40:00,8275.03,84.85,TRADE
NSW1,2026-08-14 00:45:00,8269.33,109.07,TRADE
NSW1,2026-08-14 00:50:00,8286.68,97.63,TRADE
NSW1,2026-08-14 00:55:00,8166.32,91.65,TRADE
NSW1,2026-08-14 01:00:00,8120.63,91.67,TRADE
NSW1,2026-08-14 01:05:00,8123.62,110.01,TRADE
NSW1,2026-08-14 01:10:00,8118.04,102.12,TRADE
NSW1,2026-08-14 01:15:00,8061.95,106.52,TRADE
NSW1,2026-08-14 01:20:00,8032.91,97.63,TRADE
NSW1,2026-08-14 01:25:00,7926.85,93.42,TRADE
NSW1,2026-08-14 01:30:00,7900.86,102.24,TRADE
NSW1,2026-08-14 01:35:00,7867.7,106.52,TRADE
NSW1,2026-08-14 01:40:00,7885.31,94.83,TRADE
NSW1,2026-08-14 01:45:00,7879.11,106.52,TRADE
NSW1,2026-08-14 01:50:00,7796.32,102.34,TRADE
NSW1,2026-08-14 01:55:00,7851.67,104.08,TRADE
NSW1,2026-08-14 02:00:00,7833.55,101.95,TRADE
NSW1,2026-08-14 02:05:00,7834.84,106.52,TRADE
NSW1,2026-08-14 02:10:00,7721.73,106.52,TRADE
NSW1,2026-08-14 02:15:00,7691.17,93.65,TRADE
NSW1,2026-08-14 02:20:00,7689.59,88.9,TRADE
NSW1,2026-08-14 02:25:00,7643.15,106.74,TRADE
NSW1,2026-08-14 02:30:00,7643.58,106.52,TRADE
NSW1,2026-08-14 02:35:00,7573.46,88.9,TRADE
NSW1,2026-08-14 02:40:00,7664.49,97.63,TRADE
NSW1,2026-08-14 02:45:00,7644.56,97.63,TRADE
NSW1,2026-08-14 02:50:00,7617.1,106.52,TRADE
NSW1,2026-08-14 02:55:00,7592.78,106.52,TRADE
NSW1,2026-08-14 03:00:00,7540.54,93.62,TRADE
NSW1,2026-08-14 03:05:00,7482.87,92.47,TRADE
NSW1,2026-08-14 03:10:00,7532.46,106.23,TRADE
NSW1,2026-08-14 03:15:00,7524.38,89.02,TRADE
NSW1,2026-08-14 03:20:00,7444.42,88.9,TRADE
NSW1,2026-08-14 03:25:00,7417.43,106.97,TRADE
NSW1,2026-08-14 03:30:00,7454.77,97.63,TRADE
NSW1,2026-08-14 03:35:00,7467.07,98.76,TRADE
NSW1,2026-08-14 03:40:00,7526.09,106.52,TRADE
NSW1,2026-08-14 03:45:00,7599.66,98.75,TRADE
NSW1,2026-08-14 03:50:00,7566.32,97.63,TRADE
NSW1,2026-08-14 03:55:00,7587.08,88.9,TRADE
NSW1,2026-08-14 04:00:00,7531.58,85.76,TRADE
NSW1,2026-08-14 04:05:00,7569.73,91.79,TRADE
NSW1,2026-08-14 04:10:00,7577.62,100.63,TRADE
NSW1,2026-08-14 04:15:00,7583.82,97.63,TRADE
NSW1,2026-08-14 04:20:00,7536.54,88.35,TRADE
NSW1,2026-08-14 04:25:00,7572.74,88.22,TRADE
NSW1,2026-08-14 04:30:00,7598.45,88.94,TRADE
NSW1,2026-08-14 04:35:00,7663.97,93.87,TRADE
NSW1,2026-08-14 04:40:00,7732.53,92.74,TRADE
NSW1,2026-08-14 04:45:00,7671.26,86.36,TRADE
NSW1,2026-08-14 04:50:00,7697.36,85.33,TRADE
NSW1,2026-08-14 04:55:00,7774.13,88.9,TRADE
NSW1,2026-08-14 05:00:00,7892.68,88.9,TRADE
NSW1,2026-08-14 05:05:00,7923.35,88.33,TRADE
NSW1,2026-08-14 05:10:00,7990.9,90.31,TRADE
NSW1,2026-08-14 05:15:00,8048.22,89.23,TRADE
NSW1,2026-08-14 05:20:00,8186.94,89.97,TRADE
NSW1,2026-08-14 05:25:00,8198.41,93.56,TRADE
NSW1,2026-08-14 05:30:00,8296.82,110.01,TRADE
NSW1,2026-08-14 05:35:00,8233.95,87.43,TRADE
NSW1,2026-08-14 05:40:00,8415.19,90.93,TRADE
NSW1,2026-08-14 05:45:00,8448.43,90.88,TRADE
NSW1,2026-08-14 05:50:00,8519.76,92.12,TRADE
NSW1,2026-08-14 05:55:00,8574.72,96.16,TRADE
NSW1,2026-08-14 06:00:00,8611.81,106.74,TRADE
NSW1,2026-08-14 06:05:00,8737.05,80.0,TRADE
NSW1,2026-08-14 06:10:00,8965.87,107.49,TRADE
NSW1,2026-08-14 06:15:00,9060.29,109.46,TRADE
NSW1,2026-08-14 06:20:00,9164.43,93.79,TRADE
NSW1,2026-08-14 06:25:00,9279.4,94.83,TRADE
NSW1,2026-08-14 06:30:00,9414.7,110.01,TRADE
NSW1,2026-08-14 06:35:00,9531.98,99.41,TRADE
NSW1,2026-08-14 06:40:00,9646.85,99.65,TRADE
NSW1,2026-08-14 06:45:00,9812.5,113.5,TRADE
NSW1,2026-08-14 06:50:00,9908.43,117.67,TRADE
NSW1,2026-08-14 06:55:00,9980.1,110.25,TRADE
NSW1,2026-08-14 07:00:00,9984.19,117.19,TRADE
NSW1,2026-08-14 07:05:00,10019.94,103.32,TRADE
NSW1,2026-08-14 07:10:00,10020.33,89.96,TRADE
NSW1,2026-08-14 07:15:00,10149.14,92.53,TRADE
NSW1,2026-08-14 07:20:00,10233.34,90.65,TRADE
NSW1,2026-08-14 07:25:00,10294.04,90.14,TRADE
NSW1,2026-08-14 07:30:00,10229.12,80.99,TRADE
NSW1,2026-08-14 07:35:00,10112.17,83.34,TRADE
NSW1,2026-08-14 07:40:00,10107.5,76.95,TRADE
NSW1,2026-08-14 07:45:00,10108.43,86.02,TRADE
NSW1,2026-08-14 07:50:00,10014.33,86.75,TRADE
NSW1,2026-08-14 07:55:00,9978.69,85.11,TRADE
NSW1,2026-08-14 08:00:00,9792.08,69.66,TRADE
NSW1,2026-08-14 08:05:00,9781.77,82.95,TRADE
NSW1,2026-08-14 08:10:00,9761.83,89.41,TRADE
NSW1,2026-08-14 08:15:00,9618.96,88.08,TRADE
NSW1,2026-08-14 08:20:00,9528.85,88.09,TRADE
NSW1,2026-08-14 08:25:00,9335.09,72.65,TRADE
NSW1,2026-08-14 08:30:00,9273.18,72.02,TRADE
NSW1,2026-08-14 08:35:00,9166.91,71.5,TRADE
NSW1,2026-08-14 08:40:00,9080.54,84.79,TRADE
NSW1,2026-08-14 08:45:00,8933.05,80.0,TRADE
NSW1,2026-08-14 08:50:00,8721.71,79.57,TRADE
NSW1,2026-08-14 08:55:00,8726.07,83.99,TRADE
NSW1,2026-08-14 09:00:00,8568.76,72.23,TRADE
NSW1,2026-08-14 09:05:00,8506.14,84.79,TRADE
NSW1,2026-08-14 09:10:00,8420.82,83.99,TRADE
NSW1,2026-08-14 09:15:00,8321.82,72.0,TRADE
NSW1,2026-08-14 09:20:00,8287.94,101.08,TRADE
NSW1,2026-08-14 09:25:00,8152.62,83.99,TRADE
NSW1,2026-08-14 09:30:00,8084.25,72.0,TRADE
NSW1,2026-08-14 09:35:00,7966.29,72.0,TRADE
NSW1,2026-08-14 09:40:00,7952.62,69.99,TRADE
NSW1,2026-08-14 09:45:00,7738.92,64.95,TRADE
NSW1,2026-08-14 09:50:00,7720.74,80.0,TRADE
NSW1,2026-08-14 09:55:00,7679.1,80.0,TRADE
NSW1,2026-08-14 10:00:00,7499.79,67.99,TRADE
NSW1,2026-08-14 10:05:00,7450.79,69.99,TRADE
NSW1,2026-08-14 10:10:00,7448.54,69.99,TRADE
NSW1,2026-08-14 10:15:00,7369.55,81.49,TRADE
NSW1,2026-08-14 10:20:00,7229.7,72.0,TRADE
NSW1,2026-08-14 10:25:00,7175.82,67.99,TRADE
NSW1,2026-08-14 10:30:00,7068.58,57.39,TRADE
NSW1,2026-08-14 10:35:00,7050.13,73.2,TRADE
NSW1,2026-08-14 10:40:00,6925.29,73.2,TRADE
NSW1,2026-08-14 10:45:00,6813.04,73.2,TRADE
NSW1,2026-08-14 10:50:00,6626.86,72.0,TRADE
NSW1,2026-08-14 10:55:00,6720.12,70.71,TRADE
NSW1,2026-08-14 11:00:00,6599.82,67.99,TRADE
NSW1,2026-08-14 11:05:00,6561.24,78.5,TRADE
NSW1,2026-08-14 11:10:00,6543.93,83.99,TRADE
NSW1,2026-08-14 11:15:00,6578.88,78.11,TRADE
NSW1,2026-08-14 11:20:00,6546.38,81.82,TRADE
NSW1,2026-08-14 11:25:00,6493.7,85.66,TRADE
NSW1,2026-08-14 11:30:00,6478.07,84.56,TRADE
NSW1,2026-08-14 11:35:00,6357.42,73.2,TRADE
NSW1,2026-08-14 11:40:00,6392.32,80.03,TRADE
NSW1,2026-08-14 11:45:00,6330.14,73.3,TRADE
NSW1,2026-08-14 11:50:00,6207.04,69.99,TRADE
NSW1,2026-08-14 11:55:00,6216.13,73.2,TRADE
NSW1,2026-08-14 12:00:00,6206.73,78.02,TRADE
NSW1,2026-08-14 12:05:00,6075.23,73.3,TRADE
NSW1,2026-08-14 12:10:00,6127.71,80.05,TRADE
NSW1,2026-08-14 12:15:00,6008.2,73.2,TRADE
NSW1,2026-08-14 12:20:00,5984.74,76.32,TRADE
NSW1,2026-08-14 12:25:00,5999.2,68.02,TRADE
NSW1,2026-08-14 12:30:00,6027.02,73.2,TRADE
NSW1,2026-08-14 12:35:00,5915.5,68.02,TRADE
NSW1,2026-08-14 12:40:00,5960.11,64.77,TRADE
NSW1,2026-08-14 12:45:00,5928.29,73.2,TRADE
NSW1,2026-08-14 12:50:00,5898.0,73.94,TRADE
NSW1,2026-08-14 12:55:00,5861.52,79.5,TRADE
NSW1,2026-08-14 13:00:00,5732.23,68.02,TRADE
NSW1,2026-08-14 13:05:00,5810.15,1.2,TRADE
NSW1,2026-08-14 13:10:00,5939.0,57.38,TRADE
NSW1,2026-08-14 13:15:00,5845.07,59.5,TRADE
NSW1,2026-08-14 13:20:00,5757.06,-2.0,TRADE
NSW1,2026-08-14 13:25:00,5902.34,59.61,TRADE
NSW1,2026-08-14 13:30:00,5793.82,62.65,TRADE
NSW1,2026-08-14 13:35:00,5764.7,58.99,TRADE
NSW1,2026-08-14 13:40:00,5797.99,52.25,TRADE
NSW1,2026-08-14 13:45:00,5797.19,61.57,TRADE
NSW1,2026-08-14 13:50:00,5821.4,59.95,TRADE
NSW1,2026-08-14 13:55:00,5887.09,57.39,TRADE
NSW1,2026-08-14 14:00:00,5847.6,57.39,TRADE
NSW1,2026-08-14 14:05:00,5826.1,46.86,TRADE
NSW1,2026-08-14 14:10:00,5826.22,42.56,TRADE
NSW1,2026-08-14 14:15:00,5856.32,50.74,TRADE
NSW1,2026-08-14 14:20:00,5916.8,61.04,TRADE
NSW1,2026-08-14 14:25:00,5954.53,61.61,TRADE
NSW1,2026-08-14 14:30:00,5912.89,57.39,TRADE
NSW1,2026-08-14 14:35:00,6037.77,60.48,TRADE
NSW1,2026-08-14 14:40:00,6104.68,36.06,TRADE
NSW1,2026-08-14 14:45:00,6161.75,28.95,TRADE
NSW1,2026-08-14 14:50:00,6244.04,28.95,TRADE
NSW1,2026-08-14 14:55:00,6266.63,16.38,TRADE
NSW1,2026-08-14 15:00:00,6291.01,52.57,TRADE
NSW1,2026-08-14 15:05:00,6395.52,42.1,TRADE
NSW1,2026-08-14 15:10:00,6437.58,42.8,TRADE
NSW1,2026-08-14 15:15:00,6561.1,58.49,TRADE
NSW1,2026-08-14 15:20:00,6614.98,62.29,TRADE
NSW1,2026-08-14 15:25:00,6676.42,55.52,TRADE
NSW1,2026-08-14 15:30:00,6862.6,66.37,TRADE
NSW1,2026-08-14 15:35:00,6974.1,63.68,TRADE
NSW1,2026-08-14 15:40:00,7120.92,69.99,TRADE
NSW1,2026-08-14 15:45:00,7302.38,80.2,TRADE
NSW1,2026-08-14 15:50:00,7406.01,81.56,TRADE
NSW1,2026-08-14 15:55:00,7491.09,80.2,TRADE
NSW1,2026-08-14 16:00:00,7603.01,88.88,TRADE
NSW1,2026-08-14 16:05:00,7725.55,78.98,TRADE
NSW1,2026-08-14 16:10:00,7832.99,82.58,TRADE
NSW1,2026-08-14 16:15:00,7984.65,119.81,TRADE
NSW1,2026-08-14 16:20:00,8063.59,128.16,TRADE
NSW1,2026-08-14 16:25:00,8290.29,135.55,TRADE
NSW1,2026-08-14 16:30:00,8375.95,143.9,TRADE
NSW1,2026-08-14 16:35:00,8430.16,137.99,TRADE
NSW1,2026-08-14 16:40:00,8618.45,136.14,TRADE
NSW1,2026-08-14 16:45:00,8726.05,143.9,TRADE
NSW1,2026-08-14 16:50:00,8860.61,145.98,TRADE
NSW1,2026-08-14 16:55:00,8954.16,157.78,TRADE
NSW1,2026-08-14 17:00:00,9041.67,163.8,TRADE
NSW1,2026-08-14 17:05:00,9022.36,146.0,TRADE
NSW1,2026-08-14 17:10:00,9097.63,146.0,TRADE
NSW1,2026-08-14 17:15:00,9242.63,147.93,TRADE
NSW1,2026-08-14 17:20:00,9369.22,163.8,TRADE
NSW1,2026-08-14 17:25:00,9474.17,163.8,TRADE
NSW1,2026-08-14 17:30:00,9537.52,174.59,TRADE
NSW1,2026-08-14 17:35:00,9610.42,163.8,TRADE
NSW1,2026-08-14 17:40:00,9729.46,169.25,TRADE
NSW1,2026-08-14 17:45:00,9831.09,175.33,TRADE
NSW1,2026-08-14 17:50:00,9823.72,176.79,TRADE
NSW1,2026-08-14 17:55:00,9910.94,169.54,TRADE
NSW1,2026-08-14 18:00:00,10022.37,182.0,TRADE
NSW1,2026-08-14 18:05:00,9963.0,155.98,TRADE
NSW1,2026-08-14 18:10:00,10014.71,162.97,TRADE
NSW1,2026-08-14 18:15:00,9943.17,153.94,TRADE
NSW1,2026-08-14 18:20:00,9964.04,146.0,TRADE
NSW1,2026-08-14 18:25:00,10020.98,146.0,TRADE
NSW1,2026-08-14 18:30:00,9973.82,146.0,TRADE
NSW1,2026-08-14 18:35:00,9985.81,151.94,TRADE
NSW1,2026-08-14 18:40:00,9937.94,146.0,TRADE
NSW1,2026-08-14 18:45:00,9895.44,137.23,TRADE
NSW1,2026-08-14 18:50:00,9990.24,135.21,TRADE
NSW1,2026-08-14 18:55:00,9938.78,132.91,TRADE
NSW1,2026-08-14 19:00:00,9929.57,137.89,TRADE
NSW1,2026-08-14 19:05:00,9928.28,135.2,TRADE
NSW1,2026-08-14 19:10:00,9887.12,130.85,TRADE
NSW1,2026-08-14 19:15:00,9861.35,121.1,TRADE
NSW1,2026-08-14 19:20:00,9881.39,121.1,TRADE
